capital,company_name,garden,income_growth,is_sold,market_value,net_asset,net_capital,net_profit,net_profit_growth,net_profit_t,net_profit_t_1,net_profit_t_2,net_profit_t_3,status,stock_code,stock_share,target_income,target_industry,total_debt
,惠心公司、惠德公司、惠悦公司、惠润公司,,,1,,140148.93,,未列示,,,,,,,,,,传播与文化产业,
,厦门宏发75.01%的股权,,,1,,94119.28,,21490.804649,,29029.813862,31668.578994,,,,,,,机械、设备、仪表,
,廊坊新赛浦100%股权,,,1,,8225.13,,,,,,,,,,,,石油和天然气采选服务业,
,东升路市场资产和北联市场资产及相应的预收租金、保证金等款项,,,1,,205404.14,,未列示,,,3983.39,6920.43,8442.36,,,,,批发和零售贸易,
,华数传媒100%的股权,,,1,,30482.92,,未列示,,9026.93,13290.9,,,,,,,传播与文化产业,
,置入资产：中油金鸿100％股权,,,1,,99386.55,,17311.110273,,,20358.473196,,,,,,,石油和天然气采选服务业,
,阳煤化工100%股权、顺化工51.69%股权、、正元化工60.78%股权、齐鲁一化17.97%股权,,,1,,,,,,,,,,,,,,石油、化学、塑胶、塑料,
,武汉塑料,,,1,,188272.4,,,,,,,,,,,,传播与文化产业,
,新铭丰公司100%的股权,,,1,,4855.4,,634.6,,3264.77,3901,4700.05,5695.73,,,,5067.75,机械、设备、仪表,
,大容电力100%的股权、洮河水电100%的股权、西兴能源100%的股权、双冠水电100%的股权、炳灵水电90%的股权、九甸峡水电开发90%的股权、河西水电96.62%股权、小三峡32.57%的股权,,,1,,297062.88,,,,10769.43,,,,,,,,电力、煤气及水的生产和供应业,
,吉隆矿业100.00%股权,,,1,,13449,,5964.06,,17989.13,23202.54,24142.03,24142.03,,,,17844.46,采掘业,
,靖远煤业集团白银洁能热电、靖远煤业工程勘察设计和甘肃晶虹储运100%股权,,,1,,113353.73,,240430,,37729.31,38215.62,39050.72,39374.1,,,,230721.4,采掘业,
,湖北省路桥集团100%股权,,,1,,41451.26,,4499.9,,7214.73,7133.71,10097.91,11203.73,,,,30037.87,建筑业,
,康仁堂100%的股权,,,1,,17908.71,,3270.28,,6221.59,6950.7,8193.46,10079.08,,,,14284.46,医药、生物制品,
,秦皇岛茂业100%股权,,,1,,25732.39,,1269.48,,1269.48,3066,,,,,,17787.83,批发和零售贸易,
,联芯科技99.36%股权、上海优思49%股权、优思电子100%,,,1,,64871.33,,-,,22051.89,26203.25,30353.63,33408.1,,,,-,信息技术业,
,路桥集团100%股权,,,1,,174559.21,,15732.57,,16294.54,23497.46,25201.35,,,,,733208.02,建筑业,
,神斧民爆95.1%股权,,,1,,111620.38,,12594.33,,12732.51,13015.16,13101.02,,,,,96694.37,石油、化学、塑胶、塑料,
,庆安公司、陕航电气等7家公司100%股权,,,1,,274047.83,,-,,27587.51,26679.58,,,,,,357749.32,机械、设备、仪表,
,中恒博瑞100%股权,,,1,,11056.76,,630.39,,3500,4160,5000,5600,,,,7414.18,信息技术业,
,西部民爆100%股权,,,1,,9203.11,,10784.95,,4989.83,4933.33,5591.03,6059.88,,,,34047.52,石油、化学、塑胶、塑料,
,万马高分子、万马特缆、天屹通信的100%股权,,,1,,28330.12,,7034.05,,8764.59,10005.43,10909.77,12163.51,,,,146374.85,石油、化学、塑胶、塑料,
,宏达矿业经营性资产及相关负债、金鼎矿业30%股权、东平宏达100%股权、万宝矿业100%股权,,,1,,54182.47,,14870.79,,24209.3,-,-,,,,,32934.69,采掘业,
,锦盛发制品100%股权,,,1,,26978.19,,,,3462.47,4957.14,5340.5,5806.56,,,,,纺织、服装、皮毛,
,宇瀚光电科技（苏州）100%股权,,,1,,7168.02,,4408,,4015,4497,4729,,,,,9040.74,电子,
,市政集团100%的股权,,,1,,9498.25,,1109.01,,4436,4437,4905,,,,,122123.71,建筑业,
,宝利来投资100%的股权,,,1,,44678.88,,3452.5,,4001.713897,4444.685278,,,,,,29918.53,社会服务业,
,白坪煤业100%股权、新郑煤电100%股权、教学二矿100%股权、芦沟煤矿和本部煤炭业务相关的部分资产及负债,,,1,,195745.65,,44358.56,,50254.13,39785.94,36410.33,37343.14,,,,325542.13,采掘业,
,京能国际煤电业务经营性资产,,,1,,469609.37,,65122.88,,78832.41,68157.27,54653.52,55618.98,,,,200810.79,电力、煤气及水的生产和供应业,
,德国普瑞控股100%股权和德国普瑞5.10%股权,,,1,,76087.39675,,256.66,,15058.35,17646.12,19322.09,,,,,333541.17,机械、设备、仪表,
,百得厨卫100%股权,,,1,,23267.08,,4106.74,,3808.06,4179.11,4392.52,4564.85,,,,71452.85,机械、设备、仪表,
,塔山发电60%股权、同华发电95%股权、王坪发电60%股权、大唐热电88.98%股权,,,1,,285536.34,,37963.76,,36346.82,42375.42,,,,,,487967.23,电力、煤气及水的生产和供应业,
,烽火科技持有的电信器件100%的股权,,,1,,27662.94,,5109.72,,4115,4756,5528,6081,,,,97287.45,电子,
,富奥股份100%股权,,,1,,233291.54,,69754.99,,43588.52,46623.39,,,,,,561418,机械、设备、仪表,
,白云山药业100%股权及广药集团资产,,,1,,4718.86382717,,,,,,,,,,,,医药、生物制品,
,鲁地投资100%股权,,,1,,87781.43,,10639.54,,8048.26,12857.6,15677.86,21439.65,,,,28869.08,采掘业,
,五矿赣州稀土100%、稀土研究院100%,,,1,,226147.87,,,,53584.15,36624.18,,,,,,,采掘业,
,国微电子100%的股东权益,,,1,,14599.6,,3980.22,,7443.06,8600.35,11533.2,14770.99,,,,15762.13,电子,
,康裕医药100%股权、康裕生物100%的股权、得邦制药100%的股权以及横店进出口拥有的医药进出口业务相关资产,,,1,,42352.23,,6489.2,,6738.19,10066.99,12177.34,13328.42,,,,-,医药、生物制品,
,玉龙矿业股东全部权益价值,,,1,,53264.2,,24001.49,,43209.64,27953.53,30056.02,,,,,36937.3,采掘业,
,上海联能66%股权、福建和盛60%股权、山东爱普49%股权、山西晋能49%股权、河南豫缘30%股权、河南龙源30%股权、帕威尔电气90%股权、重庆亚东亚78.995%股权、宏源电气77.5%股权,,,1,,54767.76,,1675.29,,11469.28,14408.2,,,,,,187869.18,机械、设备、仪表,
,深圳源兴华100%股权、埃玛矿业55%股权,,,1,,12913.63,,-302.5,,-632,3041.9,12474.63,15681.32,,,,-,采掘业,
,金星钛白100%股权,,,1,,32567.63,,8600.72,,2758.46,8846.49,16686.48,17167.85,,,,100186.6,石油、化学、塑胶、塑料,
,东升庙矿业100%股权,,,1,,72576.12,,30382.93,,34557.72,27752.22,32986.51,33067.93,,,,67900,采掘业,
,深能管理公司100%股权,,,1,,860692.93,,118284.84,,61896.02,65675.6,,,,,,,电力、煤气及水的生产和供应业,
,盛和稀土99.9999%股权,,,1,,59705.86,,54410.27,,15342.15,15421.35,,,,,,99917.55,金属、非金属,
,上峰建材100%股权、铜陵上峰35.5%股份,,,1,,184158.11,,66247.97,,10496.43,18386.31,,,,,,-,金属、非金属,
,融达锂业100%的股权,,,1,,2604,,253.620945,,590,642.9,,,,,,,采掘业,
,陕西华泽100%股权,,,1,,55267.4,,8051.78,,14434.52,17879.42,18753.36,20896.7,,,,103940.68,采掘业,
,首钢迁钢公司的全部相关资产,,,1,,1793412.7,,26500.07,,78308.3,70727,64018.89,,,,,1835042.52,金属、非金属,
,大冶矿业100%股权,,,1,,29767.19,,9035.37,,555.89,13093.97,20305.73,27368.74,,,,158088.1,采掘业,
,天海工业71.56%股权;京城香港100%股权;京城环保100%股权,,,1,,55176.33,,-,,-,-,-,-,,,,-,机械、设备、仪表,
,金之路100%股权,,,1,,7334.14,,1793.442782,,2500,2909.87,3406.41,3500,,,,10890.87,信息技术业,
,中建商混;天津新纪元各100%股权;山东建泽55%股权,,,1,,112345.85,,14890.5,,20916.19,29126.29,33013.18,39813.09,,,,328893.8,建筑业,
,新能矿业100%股权,,,1,,236702.69,,46097.1,,62945.57,67679.1,74907.97,,,,,293625.02,采掘业,
,南京钛白100%股权,,,1,,63370.71,,9535.97,,7549.03,9477.11,-,14215.67,,,,,石油、化学、塑胶、塑料,
,南京环北100%股权,,,1,,47009.48,,3004.0471,,3181.7,3435.14,4325.62,4660.44,,,,7202.3,批发和零售贸易,
,神奇药业及柏强制药各100%股权,,,1,,110380.19,,-,,10891.75,12536.38,15034.4,,,,,-,医药、生物制品,
,南京恩瑞特实业100%股权、芜湖国睿兆伏电子100%股权等电子类资产,,,1,,31482.86,,-,,-,3918.76,3733.32,4883.12,,,,,电子,
,内蒙古乌海化工100%股权,,,1,,112266.95,,7791.85,,13428.76,29517.53,42381.42,,,,,138070.5,石油、化学、塑胶、塑料,
,远利网讯99%股权;鑫众通信39%股权;明讯网络39%股权,,,1,,19789.51,,-,,4486.5,7107.85,8263.78,9499.13,,,,-,信息技术业,
,深圳易软技术26.3669%股权,,,1,,26140.85,,2098.328706,,3690.688882,4191.22,5851.19,7758.44,,,,31303.5,信息技术业,
,金宏矿业100%股权;辽宁中兴100%股权,,,1,,15392.8,,-,,-,-,-,-,,,,-,采掘业,
,易成新材100%股权,,,1,,86997.66,,7361.408527,,2722.05,6008.67,10000,,,,,,金属、非金属,
,新兴华康100%股权、三洋公司35%股权、医控公司持有的武汉鑫益51%股权及天方集团持有的新疆天方65.33%股权,,,1,,35186.45,,,,,,,,,,,,医药、生物制品,
,云天化国际100%股权;磷化集团100%股权;天安化工40%股权等,,,1,,749204.26,,,,,,,,,,,,石油、化学、塑胶、塑料,
,扬州制药100%股权,,,1,,2615.33,,391.4,,535.01,654.36,677.59,704.51,,,,21826,医药、生物制品,
,中科通用80.36%股权,,,1,,22175.62,,2226.2,,6948.17,6748.81,8300,8919.26,,,,21789.65,社会服务业,
,动网先锋100%股权,,,1,,5115.68,,1462.76,,5708.43,7485,9343,11237,,,,8360.43,信息技术业,
,格林期货100%股权,,,1,,38586.93,,4398.59,,3712.64,4204.65,,,,,,18377.78,金融、保险业,
,吉安集团99.85%股权,,,1,,165439.87,,12938.07,,5769.96,17593.64,28390.31,42635.84,,,,418407,造纸、印刷,
,城排发展100%股权,,,1,,174540.01,,7389.25,,21095,17189.278973,,,,,,46628.01,社会服务业,
,西拓矿业75%股权,,,1,,20244.96,,-290.55,,0.11,6885.5,10010.53,10010.53,,,,20.11,采掘业,
,壹人壹本100%股权,,,1,,23992.07,,4009.5,,5045.631161,7811.76,11262.41,14556.4,,,,55887.3,信息技术业,
,香港卧龙100%股权,,,1,,103016.75,,10430.88,,11689.34,14585.93,17850.28,21034.4,,,,67235.3,机械、设备、仪表,
,美的电器58.83%股权,,,1,,,,,,,,,,,,,,机械、设备、仪表,
,宽翼通信100%股权,,,1,,2766.5,,110.2,,1902.7,2500,3000,3500,,,,4990.69,信息技术业,
,博杰广告89%股权,,,1,,25515.33,,19363.08,,20700,23805,27376,28745,,,,118961.21,传播与文化产业,
,中南钻石100%股权,,,1,,125482.46,,38964.22,,34391.85,38699.56,42068.81,45679.02,,,,158193.11,金属、非金属,
,莱美禾元80.95%股权,,,1,,41937.05,,0.12,,145.56,,,,,,,0,医药、生物制品,
,博达瑞恒和西油联合各49%股权,,,1,,16379.79,,-,,5637.72,6666.7,8342.16,9283.05,,,,-,采掘业,
,昌飞零部件100%股权;惠阳公司100%股权;天津公司100%股权;昌河航空100%股权;直升机零部件生产相关的资产,,,1,,272258.39,,-,,-,-,-,-,,,,-,机械、设备、仪表,
,"东汐广告49%股权,波释广告49%股权,美意互通70%权",,,1,,2938.43,,-,,2166.51788,4677,5207,5758,,,,-,社会服务业,
,株硬公司100%股权;自硬公司80%股权,,,1,,184456.49,,-,,-,18904.55,24881.9,24929.8,,,,-,金属、非金属,
,华威股份100%股权,,,1,,14599.47,,2788.88,,3876.638657,3710.85,4387.79,5108,,,,28812.3,金属、非金属,
,考普乐100%股权,,,1,,17915.43,,3364.09,,,3617,,,,,,,石油、化学、塑胶、塑料,
,名图科技80%股权,,,1,,6093.4,,3570.97,,,3840,4800,6000,,,,,电子,
,中电加美100%股权,,,1,,24250.46,,3348.004251,,,,,,,,,,社会服务业,
,天润科技96.8%股权,,,1,,21711.38,,1317.654912,,,1390.66,1735.42,2395.89,,,,,食品、饮料,
,金沙药业64.47%股权,,,1,,16400.97,,4862.5,,,5228.27,5825.11,7392.77,,,,,医药、生物制品,
,世博出租;云旅汽车;花园酒店;云旅酒店管理各100股权,,,1,,31339.14,,1871.88,,1651.01,,,,,,,,社会服务业,
,向荣矿业;德荣矿业各100%股权,,,1,,11377.21,,-312.1,,,409.99156,5330.63,8551.36,,,,,采掘业,
,重钢集团资产,,,1,,1818704.23,,,,,,,,,,,,金属、非金属,
,防城港100%股权;北拖57.57%股权;钦州港100%股权,,,1,,205436.94,,,,41110.52,44697.05,48054.88,,,,,,交通运输、仓储业,
,许继电源75%股权;许继软件10%股权;上海许继电气50%股权等,,,1,,64859.41,,,,,13348.18,15140.33,25416.16,,,,,机械、设备、仪表,
,天华院100%的股权,,,1,,54539.17,,4910.81,,,6054.53,6391.91,7056.75,,,,,机械、设备、仪表,
,合捷国际55%股权,,,1,,10690.6,,1685.91,,,2259.95,3152.43,3446.15,,,,,信息技术业,
,极地信息、华晨影视和捷成优联各自49%的股权以及冠华荣信61.04%股权,,,1,,9400.59,,568.34,,,719,905,1131,,,,,信息技术业,
,"福成肥牛,三河福成各100%股权",,,1,,30374.03,,3998.55,,,4478.342222,5506.134531,6426.340651,,,,,社会服务业,
,新科佳都100%股权;佳众联100%股权,,,1,,13459.19,,5768.36,,,4188.8,7007.22,10599.94,,,,,机械、设备、仪表,
,滨海水业100%股权,,,1,,51396.34,,6049.59,,,5913.966936,,,,,,,社会服务业,
,车网互联75%股权,,,1,,16315.51,,4395.95,,,6276,8312,10910,,,,,信息技术业,
,宝鹰股份100%股权,,,1,,64683.5,,15218.71,,,20550.72,26074.14,31555.62,,,,,建筑业,
,华商传媒38.75%股权;华商数码20.4%股权;华商广告20%股权等,,,1,,56791.81,,48660.78,,,36758.42,40420.2,44438.25,,,,,传播与文化产业,
,深越光电的100%股权,,,1,,13397.76,,5238.086005,,7234.137989,9242.11675,11000,,,,,,电子,
,"北科亿力,科瑞明100%股权",,,1,,3574.78,,472,,1498.54,1729.12,2200,,,,,,信息技术业,
,克顿传媒100%股权,,,1,,33261.73,,9359.81,,14095.32,18188.19,23693.7,24297.91,,,,,传播与文化产业,
,中技桩业100%股权,,,1,,95133.61,,10254.17,,9077.34,14873.6,23213.58,,,,,,机械、设备、仪表,
,山西天然气100%股权,,,1,,93381.61,,22933.05,,,30083.77,41157.68,57272.52,,,,,电力、煤气及水的生产和供应业,
,新东网100%股权,,,1,,9337.57,,3108.84,,,3553.57,4079.36,4612,,,,,信息技术业,
,新洋丰肥业100%股权,,,1,,110759.51,,35945.04,,42469.28,44753.42,,,,,,,石油、化学、塑胶、塑料,
,远跃药机90%股权,,,1,,10493.45,,3041.702341,,3767.6,4469.44,4962.73,,,,,,机械、设备、仪表,
,慧点科技91%股权,,,1,,11152.51,,3627.22,,,4072.6,4849.02,5525,,,,,信息技术业,
,莱商银行4.98%股权,,,1,,480615.7,,-309.45835,,,,,,,,,,金融、保险业,
,同德爆破45%股权,,,1,,4516.66,,1992.65,,3033.22,3184.48,3234.73,,,,,,石油、化学、塑胶、塑料,
,雅视科技100%股权,,,1,,31418.06,,5777.157107,,8300,11800,14160,16992,,,,,电子,
,能通科技和融创天下100%股份,,,1,,48853.13,,4398.83,,5500,7000,8500,,,,,,信息技术业,
,济川药业100%股权,,,1,,91872.04,,23766.753432,,36032.88,42613.73,50581,,,,,,医药、生物制品,
,北京科东100%股权、电研华源100%股权、国电富通100%股权、南瑞太阳能75%股权等电器类资产,,,1,,133139.13,,1352.31,,,28536.32,29068.78,32844.36,,,,,机械、设备、仪表,
,有研稀土85%股份、有研亿金95.65%股份、有研光电96.47%股权，并向有研总院发行股份购买部分机器设备,,,1,,129920.36,,,,,,,,,,,,金属、非金属,
,神州信息100%股权,,,1,,87772.1,,31409.83,,,,,,,,,,信息技术业,
,亚太安讯100%股权,,,1,,18316.77,,4129.7,,4873,4918.99,,,,,,,信息技术业,
,赣州德普特的100%股权,,,1,,3951.34,,2438.46,,3994.06,5296.51,6788.23,,,,,,电子,
,港源装饰合计26.25%股权,,,1,,80423.39,,13104.776511,,15887.58,19397.15,22335.19,23447.71,,,,,建筑业,
,海澜之家100%股权,,,1,,"265,530.81",,85374.014231,,121217.91,147031.94,170660.36,191276.59,,,,,纺织、服装、皮毛,
,黔锦矿业100%股权,,,1,,,,,,,,,,,,,,采掘业,
,汾西太岳76.96 %的股权、东于煤业100%的股权、美锦煤焦化100%的股权、天津美锦100%的股权以及大连美锦100%的股权,,,1,,328542.32,,-455.07,,,,,,,,,,采掘业,
,湖南隆平45%的股权、安徽隆平34.5%的股、亚华种子20%的股权,,,1,,50777.11,,15487.46,,16952.37,19477.01,22284,,,,,,农、林、牧、渔业,
,富华宇祺53.21%股权,,,1,,1560.83,,375.38,,1799.23,2410.85,3080,3767.26,,,,,信息技术业,
,Seaco SRL100%股权,,,1,,410124.9,,55469.7,,59788,57064,,,,,,,金融保险业,
,东桥电器49%的股权,,,1,,18732.09,,4669.266934,,6615.95,6977.3,7188.61,7546.44,,,,,批发和零售贸易,
,东大泰隆100%的股权,,,1,,6235.19,,2060.55,,3244.74,4044.54,4814.9,4873.41,,,,,机械、设备、仪表,
,花儿影视100%的股权\乐视新媒体99.5%的股权,,,1,,40488.28,,9704.87,,6300,8100,10320,,,,,,传播与文化产业,
,"浙江普天园林建筑发展有限
公司100%股权",,,1,,28612.9,,4492.55,,4690.4,5395.89,6480,7776,,,,,建筑业,
,邦和药业100%股权,,,1,,26424.92,,7173.643238,,7876.64,8243.69,10485.48,13423.24,,,,,医药、生物制品,
,华夏视觉100%股权、汉华易美100%股权,,,1,,14900.97,,1893.58,,5424.98,9202.07,12102.98,15653.66,,,,,社会服务业,
,银汉科技50.88%股权,,,1,,47613.78,,14206.1,,14399.69,16502.93,20721.32,23561.56,,,,,社会服务业,
,长城影视100%股权,,,1,,8348.87,,620.62,,10976.06,11000,14300,18590,,,,,信息技术业,
,壳木软件100%股权,,,1,,4260.47,,1566.83,,9904.19,8000,11000,15000,,,,,信息技术业,
,天拓科技100%的股权,,,1,,5770.22,,1491.46,,6019.9,6000,8000,9700,,,,,信息技术业,
,山东福尔 100%股权、凯盛新材100%股权,,,1,,55845.48,,6980.73,,7049.31,10745.09,12108.77,13962.31,,,,,石油、化学、塑胶、塑料,
,浙江疏浚95.0893%股权,,,1,,17145.692714,,2228.571807,,3049.08,3023.91,2998.34,3010.98,,,,,建筑业,
,中辉乾坤 100%股权,,,1,,11663.34,,,,,,,,,,,,传播与文化产业,
,合力泰 100%的股权,,,1,,33960.5,,,,,,,,,,,,信息技术业,
,宣化热电100%股权、沧东发电40%股权、三河发电15%股权,,,1,,510637.39,,,,,,,,,,,,电力、煤气及水的生产和供应业,
,科开医药100%股权,,,1,,22814.51,,,,,,,,,,,,医药、生物制品,
,永乾机电100%股权,,,1,,8138.84,,,,,,,,,,,,机械、设备、仪表,
,雅润文化 100%股权,,,1,,28676.13,,,,,,,,,,,,传播与文化产业,
,威锐达 100%股权,,,1,,2923.23,,,,,,,,,,,,信息技术业,
,要玩娱乐100%股权,,,1,,10452.8,,2540.22,,,12933.99,16563.11,20254.64,,,,,信息技术业,
,玩蟹科技 100%股权、上游信息70%股权,,,1,,9129.69,,-3.82,,11938.95,17250,24750,30920,,,,,信息技术业,
,方寸科技100%的股权、爱乐游100%股权,,,1,,9129.69,,-112.193572,,2317.12,5580,7405,9655,,,,,信息技术业,
,游族信息 100%的股权,,,1,,11981.01,,3746.64,,27834.21,28571.71,38695.97,45130.63,,,,,信息技术业,
,天宝公司100%股权、天隆公司100%股权,,,1,,53976.05,,,,,4063.06,4908.13,7264.21,,,,,传播与文化产业,
,金达照明 100%股份,,,1,,5800.39,,862.53,,1431.72,1500,2250,2925,,,,9968.7,建筑业,
,力群股份 85%的股权,,,1,,23046.59,,12034.971335,,11992.37,12000,12600,13200,,,,44402.31,机械、设备、仪表,
,紫光捷通 100%权益,,,1,,20583.94,,8675.34,,19161.87,17000,"21889,94",26832.41,,,,94028.73,信息技术业,
,友拓公关 100%股权和易事达100%股权,,,1,,10258.87,,5179.47,,8523.28,8700,10000,11300,,,,40938.35,传播与文化产业,
,双源管业资产70%股权,,,1,,29072.81,,-2430.82,,2862.73,3731.75,4948.8,5710,,,,378385.98,金属、非金属,
,中汽进出口有限 100%股权,,,1,,34843.01,,3804.94,,5925.57,60041.87,42025.11,-,,,,442860.73,批发和零售贸易,
,神奇时代100%股权,,,1,,5697.7,,8615.01,,8615.01,8615.01,12010.11,15014.92,,,,6575.33,信息技术业,
,洪尧园林 66%的股权,,,1,,9958.8,,3097.69,,4498.21,4500,5850,7605,,,,16683.69,建筑业,
,艾迪尔 80%的股权,,,1,,15848.71,,4077.72,,1295.86,5010,5760,6630,,,,9681.6,机械、设备、仪表,
,和邦农科 100%股权,,,1,,31370.06,,0,,0,13714.14,21125.17,21480.28,,,,0,石油、化学、塑胶、塑料,
,沃金天然气100%股、捷能运输 80%的股权,,,1,,3015.15,,757.84,,691.81,1982.16,2650,3380,,,,4275.71,交通运输、仓储业,
,景峰制药100%股权,,,1,,60991.23,,5113.33,,14758.82,20930.78,28123.45,35738.93,,,,94380.27,医药、生物制品,
,同原地产 100%股权、国展地产 100%股权、深圳鑫润 100%股权，以及东银品筑 100%股权。,,,1,,195244.64,,28012.69,,39981.33,69343.85,92247.6,94748.88,,,,150361.31,房地产业,
,天业黄金100%股权,,,1,,17861.14,,-7672.21,,-5949.34,6470.76,9529.45,10832.5333333,,,,423.84,采掘业,
,欧地安100%的股东权益,,,1,,21487.24,,3686.58,,3913.83,3800,4800,6000,,,,17085.99,电子,
,天楹环保 100%股份,,,1,,88778.17,,6045.02,,8165.5,13665.57,17556.58,22583.81,,,,24981.51,社会服务业,
,夜视丽100%股权,,,1,,7890.48,,2232,,2191.45,2161.15,2291.9,2494.9,,,,12200.7,石油、化学、塑胶、塑料,
,中兴装备100%股份,,,1,,73174.51,,11811.11,,7983.47,8000,12800,14080,,,,93527.02,机械、设备、仪表,
,黎明公司、南方公司、黎阳动力、晋航公司、吉发公司、贵动公司 100%股权，深圳三叶 80%股权，以及西航集团相关资产及负债,,,1,,488322.42,,21316.7745,,36348.29819,48639.280003,65301.91,0,,,,1363751.93927,机械、设备、仪表,
,秦川集团全部资产和负债,,,1,,164454.31,,11012.23,,1285.75,-1925.34,895.05,0,,,,409560.44,机械、设备、仪表,
,榭丽传媒 100%的股权,,,1,,26316.76,,3695.35,,4685.43,4553.26,5682.59,6869.87,,,,23993.43,传播与文化产业,
,中钢设备 99%股权,,,1,,115602.65,,30511.02,,36215.61,39993.88,43706.2,47871.82,,,,895322.67,机械、设备、仪表,
,鸿山热电 100%股权、福能新能源100%股权和晋江气电 75%股权,,,1,,322257.3,,49284.6,,79521.12,62500,50200,50800,,,,493401.22,电力、煤气及水的生产和供应业,
,三七玩60%股权,,,1,,11914.35,,6955.48,,24508.55,30000,36000,43200,,,,58719.62,信息技术业,
,旺鑫精密92%股权,,,1,,19123.78,,3356.61,,6660.83,9405.44,11426.07,13906.07,,,,51223.58,信息技术业,
,图书发行等业务的经营性资产,,,1,,165788.62,,24146.85,,33508.11,25251.91,0,0,,,,397500.79,传播与文化产业,
,泰盛公司 51% 股权,,,1,,53002.73,,16786.53,,46928.64,9500,11500,14000,,,,181573.19,信息技术业,
,众为兴100%股份,,,1,,13479.51,,3603.7,,2479.93,3700,5000,6300,,,,15460.63,机械、设备、仪表,
,汇金科技 100%的股权,,,1,,17631.03,,2497.82,,3561.61,3605,4398.1,5365.68,,,,12678.7,信息技术业,
,每克拉美100%股权,,,1,,8147.8,,1864.61,,3840.47,4745.28,6635.92,8491.51,,,,39812.08,批发和零售贸易,
,二三四五100.00%权益,,,1,,10850.28,,1925.86,,11174.43,15000,20000,25000,,,,13895.04,信息技术业,
,高科润 100%股权,,,1,,5692.313369,,1274.702303,,-524.850052,1800,2000,2200,,,,18445.493905,电子,
,杭能环境 100%股权,,,1,,10001.63,,1107.78,,3024.84,3989.13,5023.34,5989.78,,,,9882.91,社会服务业,
,江苏新光环保工程100%股权,,,1,,6248.38,,352.42,,773.86,2600,3600,5800,,,,7477.84,建筑业,
,有线电视网络资产及负债,,,1,,106044.07,,4176.896543,,9940.99,9933.03,11466,13041.1,,,,80442.512939,传播与文化产业,
,天神互动100%股权,,,1,,29683.34,,11883.19,,13947.71,18610,24320,30300,,,,26579.84,信息技术业,
,昂立科技 100%股权,,,1,,11899.81,,2902.660061,,3894.021724,3465.12,4604.52,5815.91,,,,53770.077076,传播与文化产业,
,山东新合源 100%的股权,,,1,,4696.53,,1538.067234,,1980.584425,2300,2600,2800,,,,14805.344191,金属、非金属,
,东旭成80%股权,,,1,,7984.96,,-387.95,,3194.12,5000,6500,8450,,,,6522.52,石油、化学、塑胶、塑料,
,深圳市鼎芯无限科技65%的股权,,,1,,4279.52,,1086.19,,2528.69,2880,3456,4147,,,,18416.22,信息技术业,
,合正电子100%的股权,,,1,,1576.74,,3120.51,,-1403.38,2300,2600,2800,,,,16965.59,电子,
,创维数字100%股权,,,1,,124010.17,,26695.28,,30398.34,32636.11,36988.93,40435.82,,,,296228.52,信息技术业,
,天游软件 100%股权和七酷网络 100%股权,,,1,,12953.05,,3231.84,,7783.79,18000,23400,30400,,,,18633.26,信息技术业,
,中源化学81.71%股份,,,1,,269516.08,,31196.72976,,33373.376492,24859.02,24859.02,24859.02,,,,261552.193469,石油、化学、塑胶、塑料,
,嘉化能源 100%股权,,,1,,170139.86,,30653.45,,42919.47,52787.45,59371.74,68771.88,,,,158680.55,石油、化学、塑胶、塑料,
,艾派克 96.67%股权,,,1,,35998.14,,1432.68,,387.22,19286.72,23107.5,27201.22,,,,15446.51,电子,
,北京信威 95.61%的股份,,,1,,442710.9,,49059.7003,,171264.15961,200266,224894,273303,,,,91534.216565,信息技术业,
,淮交院公司 100%股权,,,1,,5156.71,,797.97,,335.35,2731,3278,3769,,,,8246.05,建筑业,
,亿帆生物100%股权和程先锋等 10 名自然人合计持有的亿帆药业 100%股权,,,1,,30996.6,,6423.633128,,11764.624688,15215.56,18056.58,20450.47,,,,90525.246813,医药、生物制品,
,上海强劲100%股份、上海远方100%股权,,,1,,44922.06,,6928.42,,7039.22,9000,11000,13100,,,,82503.97,建筑业,
,都江堰拉法基 25%的股权,,,1,,276025.65,,10903.99,,25002.64,24058.71,27539.89,26902.33,,,,127044.38,金属、非金属,
,三零盛安 93.98%股权/三零瑞通 94.41%股权/三零嘉微 85.74%的股权,,,1,,23848.52,,2376.714787,,3662.788221,4224.09,6174.33,8335.47,,,,30853.522915,信息技术业,
,友智科技 100%股权,,,1,,2115.64,,24.37,,1251.52,2950,4900,5800,,,,2213.16,机械、设备、仪表,
,海兴电缆 100%股权,,,1,,19720.62,,6236.164725,,7900,8400,9180,9708.1,,,,18581.845925,机械、设备、仪表,
,同智机电100%的股权,,,1,,22358.92,,6207.92,,7415.7,7397.28,8254.6,9660.47,,,,12789.09,机械、设备、仪表,
,捷科智诚100%股权,,,1,,5832.39,,1324.14,,3273.26,4850,6300,6805,,,,8776.45,信息技术业,
,风电业务类相关资产及负债,,,1,,113933.75,,1403.29636,,1467.12453,4615.43,5459.87,6358,,,,44929.663732,电力、煤气及水的生产和供应业,
,商旅投资100%股权,,,1,,73219.6,,23886.693641,,21585.941767,29211.09,30504.06,27035.4,,,,459042.244361,批发和零售贸易,
,金宝药业 97.713%的股份,,,1,,65414.11,,8407.81,,9675.7,8200,10100,11800,,,,32720.11,医药、生物制品,
,民族证券100%股权,,,1,,683546.01,,4777.76,,15380.37,0,0,0,,,,55418.59,金融、保险业,
