capital,company_name,garden,income_growth,is_sold,market_value,net_asset,net_capital,net_profit,net_profit_growth,net_profit_t,net_profit_t_1,net_profit_t_2,net_profit_t_3,status,stock_code,stock_share,target_income,target_industry,total_debt
679.527604,希芳阁,郑州高新区,529.2643,0,529.0,,613.877801,11.378335,297.9976,,45.28550021996,180.2352040234355,717.3317863683767,正常交易,430557.OC,19.0,229.826202,建筑业,65.649803
84986.590656,均信担保,哈尔滨高新区,4.7124,0,70440.03,,49889.316884,1362.152229,9.1593,,1486.915838110797,1623.1069204708795,1771.7721526375688,正常交易,430558.OC,29998.06,4410.945118,社会服务业,35097.273772
2806.154238,新华通,股转系统挂牌股票(非园区类,21.5776,0,1400.0,,2346.913847,321.122628,27.6273,,409.84013980544404,523.0679047499135,667.5774439988862,正常交易,430559.OC,,851.459929,信息技术业,459.240391
6298.287923,西部泰力,成都高新区,60.9194,0,1400.0,,2232.722851,181.356096,83.0191,,331.916294694336,607.4702153029215,1111.786520815469,正常交易,430560.OC,,1954.363444,制造业,4065.565072
13145.411542,齐普光电,股转系统挂牌股票(非园区类,11.687000000000001,0,2800.0,,3886.3614509999998,516.821321,13.4062,,586.107420935902,664.682154001411,753.7907729311484,正常交易,430561.OC,,9655.17407,信息技术业,9259.050091
6046.876184000001,安运科技,股转系统挂牌股票(非园区类,51.0247,0,12159.0,,3725.27699,674.146064,7.6741,,725.880707097424,781.5855184407874,841.5651727114519,正常交易,430562.OC,969.475,3867.144098,信息技术业,2301.716007
1439.249245,华宇股份,南昌高新区,27.2063,0,2400.0,,971.8375570000001,-66.166864,13.173,,-74.88302499472002,-84.74736587727449,-95.91113638428787,正常交易,430563.OC,241.72,299.551719,信息技术业,467.41168799999997
5860.408075,天润科技,西安高新区,-6.6247,0,39300.0,,5408.629145,434.637415,30.256,,566.1413112823999,737.4330264240028,960.5507628988491,正常交易,430564.OC,681.25,2215.098476,信息技术业,451.77893
1216.800369,莱力柏,大连高新区,-29.8895,0,1100.0,,1173.54097,-72.86162,-279.3201,,130.65552984562,-234.2916267746957,420.1319794240112,正常交易,430565.OC,275.0,214.208456,制造业,43.259399
29075.739174000002,虹越花卉,股转系统挂牌股票(非园区类,9.0985,0,4296.2,,10399.308194,375.118081,-32.2729,,254.056597836951,172.06516607362963,116.53474709185319,正常交易,430566.OC,1752.547,11305.034272,农、林、牧、渔业,18206.642069999998
3029.404025,无锡海航,股转系统挂牌股票(非园区类,-50.7164,0,2400.0,,1561.4612650000001,136.177129,636.9219,,1003.5190863922511,7395.151918304418,54496.49402425537,正常交易,430567.OC,165.42,716.906957,制造业,1467.94276
33692.440913,光莆电子,股转系统挂牌股票(非园区类,-11.2259,0,39951.0,,19710.269017,1068.15144,3.3865,,1104.3243885156,1141.7223339326808,1180.3867607713112,正常交易,430568.OC,3110.6959,10154.219616,制造业,13840.690062
1352.3297710000002,安尔发,东莞松山湖,53.4987,0,500.0,,716.887371,97.048546,1210.0237,,1271.358953105402,16655.10359775265,218185.8043901124,正常交易,430569.OC,194.375,304.149531,信息技术业,631.176026
19114.07791,蓝星科技,武汉东湖,16.3365,0,38521.5,,11907.199815,-105.077182,-124.2611,,25.492880202201988,-6.184853158736424,1.500513409694202,正常交易,430570.OC,7624.17,3263.436479,信息技术业,7206.878095
1464.582267,科硕科技,东莞松山湖,-39.4517,0,900.0,,589.770218,45.926998,622.8203,,331.969664724594,2399.5441264713045,17344.39205359226,正常交易,430571.OC,47.0,602.250171,制造业,874.812049
1996.9602690000002,奥普节能,股转系统挂牌股票(非园区类,98.1399,0,3200.0,,1701.314252,28.489244,374.3525,,135.1394411451,641.0373175578104,3040.7765417684127,正常交易,430572.OC,375.0,535.884115,制造业,295.646017
12925.270681999998,山水节能,长沙高新区,6.9804,0,33835.0,,5079.252473,-330.086942,-182.8282,,273.40507249364407,-226.45650025518057,187.56984294436148,正常交易,430573.OC,1340.1075,3705.896081,制造业,7846.018209000001
2238.632268,星奥股份,股转系统挂牌股票(非园区类,3.5511,0,1000.0,,1373.2282599999999,67.716193,28.4516,,86.982533367588,111.73045583120067,143.51955820247056,正常交易,430574.OC,,933.360921,传播与文化产业,865.404008
4866.126739,迈科网络,股转系统挂牌股票(非园区类,344.2273,0,2077.65,,4060.1310009999997,-50.117994,90.6546,,-95.55226098872402,-182.1747809790078,-347.3245999764034,正常交易,430575.OC,795.15,552.022328,信息技术业,805.995738
2427.950618,泰信电子,济南高新区,-62.1497,0,2115.0,,1937.897393,-353.957028,-74.0764,,-91.75840411060797,-23.78708164801756,-6.166467898105478,正常交易,430576.OC,376.125,170.572208,传播与文化产业,490.053225
2238.2977730000002,力龙信息,股转系统挂牌股票(非园区类,32.4295,0,1000.0,,663.8809620000001,-218.603054,62.9108,,-356.127984095832,-580.1709479143926,-945.1611326149203,正常交易,430577.OC,255.3322,612.646267,制造业,1574.416811
4555.798213,差旅天下,长春高新区,96.145,0,18560.0,,2032.9448399999999,285.523026,105.9623,,588.0697913791981,1211.2020679297982,2494.619636755775,正常交易,430578.OC,279.1667,1206.664831,社会服务业,2528.339361
6867.122670000001,龙源科技,苏州高新区,-29.8182,0,9111.7,,4941.320618,269.556311,5.3346,,283.93606196660596,299.0829151282765,315.0377923187095,正常交易,430579.OC,576.25,2121.424114,信息技术业,1925.802052
1026.828734,云天软件,股转系统挂牌股票(非园区类,6.1129,0,700.0,,841.1835710000001,3.902172,270.0168,,14.438691964896,53.4255859703653,197.68364358879458,正常交易,430580.OC,,463.715436,信息技术业,185.645163
14746.832143000001,八亿时空,股转系统挂牌股票(非园区类,5.7635,0,4733.156,,11792.318353,-61.071353,-116.0285,,9.788821815605,-1.5690013047142477,0.2514873741261232,正常交易,430581.OC,2380.1945,2787.375769,制造业,2954.51379
23018.311744,华菱西厨,股转系统挂牌股票(非园区类,21.9199,0,11250.0,,12959.683002,957.836899,136.1252,,2261.6942934375484,5340.430173767999,12610.101428670037,正常交易,430582.OC,1725.5833,8811.593445,制造业,10058.628742
12793.092794,国贸酝领,股转系统挂牌股票(非园区类,-24.7636,0,3200.0,,4209.861793,354.639922,278.1929,,1341.223005569538,5072.410180230597,19183.49516050932,正常交易,430583.OC,916.485,5305.533784,信息技术业,8583.231001
1623.050767,弘陆股份,股转系统挂牌股票(非园区类,42.5839,0,500.0,,526.2304379999999,3.242607,-50.9208,,1.591445574744,0.7810687565197573,0.3833422971498447,正常交易,430584.OC,,428.603405,社会服务业,1096.820329
2045.620988,中矿微星,股转系统挂牌股票(非园区类,92.5666,0,1200.0,,1792.368988,57.858547,136.64600000000002,,136.91993713362,324.0155544292264,766.7698489345871,正常交易,430585.OC,200.0,422.574743,信息技术业,253.252
4803.175877000001,兴港包装,股转系统挂牌股票(非园区类,9.2154,0,500.0,,2333.798029,252.806731,126.2153,,571.8875049518431,1293.6970349893265,2926.54062879221,正常交易,430586.OC,,3994.948118,制造业,2469.377848
14751.554905,天松医疗,股转系统挂牌股票(非园区类,-34.6775,0,162000.0,,12249.574718,854.957598,-50.8043,,420.60237503928596,206.91828261720198,101.79489756151084,正常交易,430588.OC,1318.95,3156.012887,制造业,2228.0133579999997
4149.777817,银河激光,苏州高新区,-48.9883,0,3280.0,,1587.010376,-138.052178,-1313.182,,1674.8241741039599,-20318.6654118779,246502.39141712853,正常交易,430589.OC,363.5403,965.072654,制造业,2562.767441
7196.913123,晶宝股份,成都高新区,6.0974,0,14400.0,,3802.967786,94.759033,718.7716,,775.860050638628,6352.521750374705,52012.64397589098,正常交易,430590.OC,767.25,2034.720726,制造业,3393.9453369999997
5134.039865,明德生物,武汉东湖,162.3303,0,670.5883,,1996.962326,886.225069,429.7785,,4695.029877172165,24873.25885783454,131773.17767815295,正常交易,430591.OC,271.154,2198.733793,制造业,3137.077539
10002.654194,凯德自控,长沙高新区,-4.3692,0,9685.2,,4387.029473,119.10789,-14.0598,,102.36155888178,87.9697284261195,75.60136054886395,正常交易,430592.OC,2084.8518,9591.501625,制造业,5519.663833
14409.921616999998,华尔美特,股转系统挂牌股票(非园区类,36.5922,0,24275.99979,,7577.496381,544.970322,1164.2491,,6889.782391152102,87104.01187209893,1101211.6861569039,正常交易,430593.OC,1724.3331,5629.74994,建筑业,6837.672831
2304.3444170000002,盈光科技,广州高新区,-4.1358,0,601.5,,1302.7606560000002,35.1501,25.244,,44.023391244,55.13665612963537,69.05535360300051,正常交易,430594.OC,35.5,480.249308,制造业,1001.583761
19575.22044,唐人通服,南昌高新区,27.3353,0,20800.0,,8994.874175,1685.352916,32.3994,,2231.397148666504,2954.3564364515587,3911.550195723245,正常交易,430595.OC,1127.7666,8572.287675,信息技术业,10580.346265
67000.005918,新达通,股转系统挂牌股票(非园区类,200.1045,0,12241.92,,15755.631519999999,63.401273,105.7392,,130.441271860016,268.3688291946221,552.139882234382,正常交易,430596.OC,4553.4,11833.815889,制造业,51244.374398
5071.1795,博安通,股转系统挂牌股票(非园区类,14.3956,0,1651.86,,2176.8776620000003,241.902,-3.9311,,232.392590478,223.25700535371934,214.48054921625928,正常交易,430597.OC,416.0025,2889.164019,信息技术业,2894.301838
19301.8206,众合医药,上海张江,,0,46742.7328,,19326.757803,-167.54494,76.5111,,-295.73541658834,-522.0058369096614,-921.3982447934495,正常交易,430598.OC,9000.704,188.679239,制造业,-24.937203
19262.880876,艾艾精工,股转系统挂牌股票(非园区类,17.086,0,5000.0,,14137.116909999999,1331.584415,10.524000000000001,,1471.7203588346001,1626.6042093983535,1797.788036395436,正常交易,430599.OC,1653.125,7121.914006,制造业,4889.284041
13242.770862000001,徽电科技,合肥高新区,8.9714,0,2880.5,,6721.3898340000005,112.010547,-24.1614,,84.947230697142,64.42279049948273,48.857342395740716,正常交易,430600.OC,938.7379,3535.582364,制造业,6485.76879
3315.821023,吉玛基因,股转系统挂牌股票(非园区类,27.8696,0,17694.6,,983.647303,207.498779,152.3544,,523.6322987527761,1321.4091457237755,3334.63412123636,正常交易,430601.OC,478.9524,1673.902182,社会服务业,2182.211087
8631.739333,腾旋科技,股转系统挂牌股票(非园区类,0.39799999999999996,0,27690.28,,5742.782643,-84.260414,28.9198,,-108.628357207972,-140.0434608558031,-180.54374964837965,正常交易,430602.OC,1749.49,1469.593456,制造业,2888.95669
4369.698431,回水科技,股转系统挂牌股票(非园区类,-34.8062,0,16923.333,,3075.962557,-530.889095,-11.1034,,-471.94235522577003,-419.5407077556319,-372.9574248106931,正常交易,430603.OC,778.4444,328.542123,制造业,1293.735874
3252.065764,三炬生物,厦门火炬高新区,4.6816,0,2820.0,,1718.310905,90.817743,305.1095,,367.911304578585,1490.4436464217827,6037.928803801053,正常交易,430604.OC,705.0,1023.997891,制造业,1533.754859
19144.525225,阿科力,股转系统挂牌股票(非园区类,62.8079,0,6000.0,,11078.558389,1306.252573,167.2855,,3491.423721005915,9332.069349809266,24943.268221984446,正常交易,430605.OC,2704.875,12250.965564,制造业,8065.966836
12476.214772,金鹏源康,广州高新区,40.1566,0,5500.0,,7065.53239,37.33043,139.1042,,89.25862600805999,213.42112364756375,510.29887032851803,正常交易,430606.OC,,11042.183553,信息技术业,5410.682382
16163.793812,大树智能,股转系统挂牌股票(非园区类,34.5225,0,44918.25,,7320.447425,1161.442947,688.842,,9161.94977197374,72273.3078202331,570122.2068752832,正常交易,430607.OC,1372.325,2674.95944,制造业,8843.346387
8406.168459,奇维科技,西安高新区,11.3114,0,19320.0,,6552.598775,86.138189,920.2579,,878.8316781894309,8966.349624430248,91479.89038486993,正常交易,430608.OC,1513.125,2429.85548,信息技术业,1853.569684
20612.843704,中磁视讯,济南高新区,35.0797,0,32800.0,,11653.993636,725.149228,11.5772,,809.101204424016,902.7724690625931,1007.2882433509077,正常交易,430609.OC,2562.51,3432.49525,信息技术业,8958.850068000002
6880.286067,瀚远科技,股转系统挂牌股票(非园区类,-3.9168,0,3640.0,,2938.1039600000004,377.093837,25.2837,,472.437111465569,591.886693417189,741.5375493207108,正常交易,430610.OC,1249.3044,4013.211993,信息技术业,3942.182107
3958.265893,长信股份,股转系统挂牌股票(非园区类,-4.9702,0,60000.0,,3249.087972,101.083144,61.8854,,163.638851996976,264.9074101107126,428.84642048736754,正常交易,430611.OC,393.94,1168.43086,传播与文化产业,709.177921
3230.361845,雅威特,大连高新区,24.5148,0,120002.4,,3112.24342,567.381725,-6.9296,,528.0644409844,491.4716874819449,457.4146654261961,正常交易,430612.OC,534.552,1681.891279,制造业,118.118425
1956.546401,腾晖科技,股转系统挂牌股票(非园区类,121.2253,0,1568.0,,1864.205184,56.765816,27.4229,,72.332648955864,92.16835894638164,117.44359585188893,正常交易,430613.OC,,1132.238184,信息技术业,92.341217
20170.195738,星通联华,股转系统挂牌股票(非园区类,16.4198,0,2800.0,,9584.061988,1022.889134,42.2171,,1454.7232625899142,2068.865237080761,2942.280143084383,正常交易,430614.OC,,6202.620823,信息技术业,8909.393052
2395.531632,华工创新,股转系统挂牌股票(非园区类,26.2202,0,500.0,,1777.8578120000002,180.22996,33.4969,,240.60140947124003,321.19542300041184,428.78593264743677,正常交易,430615.OC,,1899.699336,制造业,617.67382
6406.108082,鸿盛数码,郑州高新区,-0.445,0,15500.0,,3426.234245,-100.860033,3.9676,,-104.86175566930801,-109.02225068724348,-113.34781750551055,正常交易,430616.OC,1275.705,1527.094585,制造业,2951.5232809999998
2342.071241,欧迅体育,股转系统挂牌股票(非园区类,35.3718,0,1000.0,,1108.55186,285.559597,40.0374,,399.890235089278,559.9958880729126,784.2036817642169,正常交易,430617.OC,,1690.245808,社会服务业,1193.553395
24805.216082,凯立德,股转系统挂牌股票(非园区类,20.0472,0,148065.0,,22313.168927000002,2508.875105,33.5642,,3350.9589629924103,4475.681531249109,5977.908231760622,正常交易,430618.OC,3893.5,9316.968494,信息技术业,2492.047155
10922.887961,格纳斯,成都高新区,92.0208,0,15609.49,,6034.585918,306.564554,127.3622,,697.011914394588,1584.741622829652,3603.103417981199,正常交易,430619.OC,860.62,4768.425391,制造业,4888.302043
7416.612765999999,益善生物,广州高新区,15.0518,0,55000.0,,6004.175858,276.803167,312.7287,,1142.4461127179288,4715.202989221242,19460.995999773975,正常交易,430620.OC,3785.8371,2389.363409,社会服务业,1412.436908
19347.547571,固安信通,股转系统挂牌股票(非园区类,,0,6000.0,,8830.49038,95.953006,,,,,,正常交易,430621.OC,,4723.253796,交通运输、仓储业,10517.057191
20343.879762,顺达智能,股转系统挂牌股票(非园区类,54.5874,0,5000.0,,8343.696559,1087.046391,66.9714,,1815.056577702174,3030.6253785814074,5060.277623372676,正常交易,430622.OC,1291.6666,8921.754657,建筑业,12000.183203
69575.281176,箭鹿股份,股转系统挂牌股票(非园区类,2.5736,0,11000.0,,29235.879526999997,2347.91555,1.1892,,2375.8369617206004,2404.0904148693817,2432.679858083008,正常交易,430623.OC,4441.4233,22093.496535,制造业,39761.945678
3158.047441,中天金谷,股转系统挂牌股票(非园区类,-65.6673,0,650.0,,647.682863,-93.315478,-228.2292,,119.657690915576,-153.43609979951577,196.7498832841207,正常交易,430624.OC,,284.754628,制造业,2510.364578
23003.257133000003,联创种业,股转系统挂牌股票(非园区类,-42.3392,0,10000.0,,18450.215631,-596.718106,-164.7682,,386.48357633029207,-250.31845568475626,162.12675801481433,正常交易,430625.OC,2539.6666,3425.47358,农、林、牧、渔业,4553.041502
17043.882096,胜达科技,潍坊高新区,16.9064,0,35460.0,,10221.141873,733.923964,51.6219,,1112.789458772116,1687.2325203899989,2558.2140048332035,正常交易,430626.OC,2245.5,6526.714164,制造业,6822.740223000001
2237.851175,页游科技,成都高新区,-56.9739,0,1034.13,,571.5040190000001,-636.254724,-615.7513,,3281.492010341412,-16924.337702731966,87287.49171823026,正常交易,430627.OC,28.43,511.810611,信息技术业,1666.347156
29039.807545999996,易事达,股转系统挂牌股票(非园区类,12.9786,0,7500.0,,15521.3555,2516.801056,96.2698,,4939.7203990090875,9695.179347694339,19028.709115360984,正常交易,430628.OC,3067.8599,14699.350997,信息技术业,13518.452046
22203.179786,国科海博,成都高新区,-20.8782,0,37689.6,,8750.699158,3.362107,100.5096,,6.741347297272,13.517048500370898,27.10297987989969,正常交易,430629.OC,3278.3333,2085.601063,信息技术业,13452.480628
16974.546802,合胜科技,股转系统挂牌股票(非园区类,47.3,0,15210.0,,9113.024827,408.887433,28.9683,,527.335171253739,680.0952056680358,877.1072251315693,正常交易,430630.OC,919.013,16441.205095,信息技术业,7825.3704849999995
12609.159262000001,早康枸杞,股转系统挂牌股票(非园区类,6.437,0,5000.0,,2464.011716,-668.694858,-65.889,,-228.09850301238,-77.80668036255295,-26.54063673847044,正常交易,430631.OC,1481.25,3523.894938,农、林、牧、渔业,10145.147546
1956.29164,希奥股份,股转系统挂牌股票(非园区类,26.9244,0,1100.0,,1343.20604,71.284729,53.2346,,109.232869344234,167.38255040815957,256.48798158774173,正常交易,430632.OC,369.5,701.439074,信息技术业,571.654122
2945.316248,卡姆医疗,股转系统挂牌股票(非园区类,12.5608,0,1092.8564,,1236.282881,200.75751,290.2415,,783.4391183866499,3057.304567178838,11930.871202527203,正常交易,430633.OC,192.8564,1662.468077,制造业,1709.0333670000002
5015.435881,南安机电,股转系统挂牌股票(非园区类,-3.2825,0,3000.0,,3977.0585200000005,165.537226,31.9608,,218.44424772740803,288.2607768550695,380.39122722416454,正常交易,430634.OC,775.0,2251.500827,制造业,1038.3773609999998
46739.328997000004,展唐科技,股转系统挂牌股票(非园区类,-65.5734,0,8000.0,,12630.349638,1544.239966,-52.9974,,725.8329342591161,341.16035075807537,160.35423502541516,正常交易,430635.OC,5292.0704,31171.170156,制造业,34108.979359
6716.9642810000005,法普罗,股转系统挂牌股票(非园区类,-19.2418,0,2040.8164,,5622.4045909999995,27.768253,-82.7233,,4.797437766051,0.8288389305273332,0.14319601551041578,正常交易,430636.OC,1015.5499,1775.41737,制造业,1094.55969
6643.738765,菱博电子,股转系统挂牌股票(非园区类,68.5131,0,2000.0,,4244.202099,1035.411054,63.5286,,1693.1932008514439,2768.855136647554,4527.870040987832,正常交易,430637.OC,,11911.661504,制造业,2399.536666
6309.548419,景格科技,上海张江,125.92,0,2640.0,,3496.133172,519.225705,549.5195,,3372.4722029874747,21904.86459048323,142276.36696378372,正常交易,430638.OC,354.0,4662.493121,信息技术业,2813.415247
10750.053127,派芬自控,股转系统挂牌股票(非园区类,-28.915,0,1004.0,,3520.177848,-19.536621,-105.9224,,1.157036842103999,-0.06852434993676716,0.004058286100655095,正常交易,430639.OC,,3983.973174,制造业,7229.875279000001
3372.636048,摩威环境,股转系统挂牌股票(非园区类,-4.5012,0,7347.0471959999995,,2454.6081649999996,16.775663,42.7453,,23.946470476339005,34.18246112086155,48.79385667435717,正常交易,430640.OC,1264.6087,794.446609,制造业,918.027883
1709.142999,天健创新,中关村,6.6689,0,1000.0,,1188.677743,-72.098739,-194.44099999999997,,68.09077009898998,-64.30560418918711,60.730855652310176,正常交易,430641.OC,400.0,1068.704658,制造业,520.465256
4733.868897,映翰通,股转系统挂牌股票(非园区类,29.4134,0,3150.0,,3603.173621,-217.79247,-299.8868,,435.33839892395997,-870.1839947803379,1739.3829412785847,正常交易,430642.OC,919.1819,2851.786291,制造业,1194.357534
966.0001599999999,蓝科泰达,中关村,30.2617,0,1260.0,,817.275249,53.994446,168.1099,,144.76445517615403,388.12783600833137,1040.6091529941014,正常交易,430643.OC,188.125,279.001038,信息技术业,128.373324
19250.426512000002,紫贝龙,股转系统挂牌股票(非园区类,-11.3519,0,27775.2,,9210.310809999999,45.449212,-81.0467,,8.614125497995998,1.632661048011675,0.30944314641279674,正常交易,430644.OC,1080.8816,3528.351193,制造业,10107.275022
4477.033612,中瑞药业,股转系统挂牌股票(非园区类,7.3653,0,2600.0,,3949.2080149999997,341.016099,23.9624,,422.731740706776,524.0284113418966,649.5981953812872,正常交易,430645.OC,1386.1515,3042.007055,制造业,527.825597
10605.999014,上海底特,股转系统挂牌股票(非园区类,32.3954,0,4760.0,,5631.255857,862.992568,176.2391,,2383.922902910088,6585.327171692701,18191.248511139373,正常交易,430646.OC,1280.3980000000001,5595.798604,制造业,4974.743157
11595.61597,青鹰股份,股转系统挂牌股票(非园区类,-47.1217,0,3600.0,,6734.111114,23.20396,-80.7323,,4.470869400920002,0.8614337035610636,0.16597846170103514,正常交易,430647.OC,1083.8809,1851.328743,建筑业,4861.5048560000005
2105.348328,群雁信息,股转系统挂牌股票(非园区类,4.5007,0,1197.0,,1340.25333,6.043871,-93.6373,,0.38455338011699997,0.024467977916704353,0.0015568240309061477,正常交易,430648.OC,65.6666,1787.879152,信息技术业,765.094998
7511.959076,绿清科技,股转系统挂牌股票(非园区类,6.5959,0,2700.0,,3129.297999,300.26878,5.0285,,315.36779560229996,331.2260652041616,347.88176789295284,正常交易,430649.OC,675.0,2741.82,制造业,4386.721425
2870.9711260000004,莱博股份,股转系统挂牌股票(非园区类,-27.1263,0,1000.0,,1695.622773,-242.159822,-504.2548,,978.942704106456,-3957.4228706001454,15998.071910698878,正常交易,430650.OC,,1063.397297,制造业,1110.362484
11808.785156999998,金豹实业,股转系统挂牌股票(非园区类,24.8838,0,3500.0,,4400.187005,426.549722,110.3317,,897.1692816278738,1887.0314019256944,3969.025227204145,正常交易,430651.OC,,5800.145402,制造业,7408.598152
37648.33481,三联泵业,股转系统挂牌股票(非园区类,13.5846,0,30000.0,,18388.20593,412.326722,403.1519,,2074.629735950718,10438.538934401022,52521.7069806785,正常交易,430652.OC,2505.827,9943.712588,制造业,19260.12888
14033.161294999998,同望科技,股转系统挂牌股票(非园区类,20.5786,0,21839.55,,10036.040776,-720.606101,7.7571,,-776.504236860671,-836.7384470181902,-901.6450850918383,正常交易,430653.OC,3155.7290000000003,3265.091171,信息技术业,3997.1205189999996
4711.333798,聚科照明,股转系统挂牌股票(非园区类,49.6751,0,32200.0,,2379.5220489999997,202.287591,190.7519,,588.155014296729,1710.0718790130109,4972.066479596029,正常交易,430654.OC,625.0,2147.819613,制造业,2331.811749
6764.963726999999,今泰科技,广州高新区,-48.9493,0,1000.0,,3676.7805479999997,45.543699,-95.5021,,2.0485100373209995,0.09213993296866123,0.004144362044997412,正常交易,430655.OC,251.25,1409.407434,制造业,3083.245261
12541.530387,财安金融,股转系统挂牌股票(非园区类,22.7158,0,28588.221,,10773.570615999999,537.308952,149.6357,,1341.3149634878641,3348.400998307674,8358.80427093235,正常交易,430656.OC,2458.0975,12473.138813,金融、保险业,1846.306991
7013.805522,楼兰股份,大连高新区,63.7964,0,23100.33,,6345.111599,-100.33418,63.3018,,-163.84752195523998,-267.56595260830204,-436.94001679650415,正常交易,430657.OC,1735.6667,3572.911507,信息技术业,668.693923
1663.0258039999999,舜网传媒,股转系统挂牌股票(非园区类,-18.619,0,1000.0,,1235.664534,42.262013,0.3106,,42.39327881237801,42.52495233636925,42.65703483832602,正常交易,430658.OC,333.3333,766.586329,信息技术业,223.296377
59035.431573,江苏铁发,南京高新区,-36.7467,0,81442.4205,,36217.972456,2544.738819,102.8776,,5162.705042255544,10473.972084807032,21249.343190326468,正常交易,430659.OC,7427.1733,3987.923626,交通运输、仓储业,22559.853350999998
1686.9587980000001,益佰广通,股转系统挂牌股票(非园区类,263.2357,0,1200.0,,1284.930312,89.741998,305.9465,,364.30449991107,1478.881366731492,6003.467147398656,正常交易,430660.OC,200.0,832.086649,社会服务业,402.028486
14103.658422,派尔科,股转系统挂牌股票(非园区类,3.2421,0,10000.0,,10414.562434,97.514513,2.1872,,99.64735042833598,101.82683727690453,104.05399386182498,正常交易,430661.OC,,3392.329777,制造业,3689.0959880000005
10139.798903,罗曼股份,股转系统挂牌股票(非园区类,137.6238,0,5000.0,,6479.221059,461.469078,850.6091,,4386.7670491540985,41701.00676506033,396413.5651002791,正常交易,430662.OC,1458.3333,5161.5824,建筑业,3571.9029729999997
20990.300792,大陆机电,济南高新区,6.13,0,3330.0,,6988.051865,176.504104,33.4994,,235.63191981537602,314.56719916200814,419.9453234780858,正常交易,430663.OC,2077.2579,3916.217651,信息技术业,13963.565934
1873.979512,联合永道,中关村,48.5286,0,16585.0304,,941.997128,323.261858,663.6335,,2468.53584041043,18850.56663688058,143949.24177904348,正常交易,430664.OC,377.3958,2791.969416,信息技术业,931.982384
1192.633718,高衡力,股转系统挂牌股票(非园区类,-56.6849,0,18872.8,,909.880298,-112.049216,-2559.3596,,2755.693150420736,-67772.4040414148,1666767.1249433227,正常交易,430665.OC,365.25,200.983501,社会服务业,282.75342
16474.82985,绿伞化学,股转系统挂牌股票(非园区类,19.781,0,25407.689032,,5947.356067000001,-278.163803,-321.0722,,614.9428388957659,-1359.4676626893256,3005.4050701958713,正常交易,430666.OC,1385.4667,9413.963707,制造业,10527.473783
5622.292854,三多堂,股转系统挂牌股票(非园区类,-49.3457,0,30000.0,,3127.6921989999996,25.894945,-85.0139,,3.8806423526449976,0.5815569436097316,0.08715270512629794,正常交易,430667.OC,1349.7578,363.82941,传播与文化产业,2494.600655
11058.95384,笃诚科技,股转系统挂牌股票(非园区类,26.3601,0,13200.0,,4680.532786,411.068468,122.5866,,914.983326593288,2036.6302772308954,4533.266088658824,正常交易,430668.OC,933.75,7904.281689,制造业,6378.4210539999995
1622.4031400000001,现代环境,股转系统挂牌股票(非园区类,-7.9178,0,1000.0,,1390.8004210000001,-43.056039,-207.423,,46.25208877497,-49.68538132473603,53.37352718047118,正常交易,430669.OC,397.1978,600.938393,制造业,231.602719
2833.741725,东芯通信,合肥高新区,,0,24175.8,,1347.548733,-68.080448,91.3183,,-130.25035574598402,-249.19276635716895,-476.7513643175076,正常交易,430670.OC,1424.8983,20.51282,信息技术业,1486.192992
846.1843039999999,一卡易,股转系统挂牌股票(非园区类,469.4687,0,500.0,,613.310613,203.437293,894.2819,,2022.740182148967,20111.73951513421,199967.38577412724,正常交易,430671.OC,,855.655095,信息技术业,232.873691
5987.861201,东安液压,哈尔滨高新区,17.7591,0,500.0,,2810.338948,-133.138429,-46.4936,,-71.237580374456,-38.11666470547792,-20.394855083971837,正常交易,430672.OC,308.71,1764.464877,制造业,3121.672802
1911.010101,天佑铁道,股转系统挂牌股票(非园区类,3.5609,0,4724.84,,751.152136,13.094317,199.0084,,39.153107752628,117.07108104140895,350.05236628462023,正常交易,430673.OC,86.9,816.199408,制造业,1159.8579650000001
15534.269261000001,巴兰仕,股转系统挂牌股票(非园区类,24.837,0,3000.0,,7542.080439,1003.111075,20.5854,,1209.60550223305,1458.6076332897321,1758.8678490329569,正常交易,430674.OC,940.5,14616.696925,制造业,7937.552859
19334.672139,天跃科技,股转系统挂牌股票(非园区类,27.7573,0,4380.0,,7469.686675,-380.822029,12.6295,,-428.91794715255503,-483.08813928818694,-544.0997558395885,正常交易,430675.OC,2193.0,7055.629395,制造业,11864.985464
27405.616198000003,恒立数控,股转系统挂牌股票(非园区类,-2.4718,0,17600.0,,14726.214666,523.209958,137.6972,,1243.6554202871762,2956.1341116708504,7026.648011686485,正常交易,430676.OC,2450.9559,6777.746819,制造业,12679.401532
3138.722366,升华感应,洛阳高新区,39.929,0,500.0,,2475.480702,23.467821,156.3619,,60.162551804199005,154.23386089372886,395.3968562305203,正常交易,430677.OC,,823.167954,制造业,663.241664
68771.136489,蓝波绿建,股转系统挂牌股票(非园区类,-16.9573,0,88000.0,,16919.965109,739.778598,-17.7845,,608.21267323869,500.04509036655514,411.1145712703151,正常交易,430678.OC,125.0,20293.126983,建筑业,51831.506119
84892.705723,联兴科技,股转系统挂牌股票(非园区类,6.0222,0,8042.31,,15302.022569,418.105451,-91.7906,,34.323948894394,2.8177902605363814,0.23132367364847367,正常交易,430680.OC,4700.16,34021.745021,制造业,69459.414781
