actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
,000839.SZ,公众企业,中信国安,,1997-10-31 00:00:00,19971014.0,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,北京水清木华、北京香河第一城建设、双城公寓商铺、中信国安硫酸钾镁肥、中信国安数码港、中信国安卫星通讯服务、中信国安移动增值服务、中信国安有线电视业务,复合(混)肥、民用建筑、无线增值业务、物业出租和管理、有线电视网、住宅楼盘,北京,1616163434.89,1351752600.07,1255709927.59,-16.0909,20.8332,25.5355,41.42,6.328,2.25,锂电池;三网融合;文化传媒概念(Wind);体育;融资融券标的;超涨,688.0,115.3416,15052133193.6,2.5702
,600694.SH,公众企业,大商股份,,1993-11-22 00:00:00,19921210.0,批发和零售业-零售业,北京天客隆、本溪商业大厦、大连二百大楼、大连秋林女店、大连商场（大连店）、大连商场（沈阳店）、大庆百货大楼、大商超市、大商朝阳店、大商丹东店、大商电器、大商家家广场（大连店）、大商家家广场（锦州店）、大商开封店、大商漯河店、大商男店、大商齐齐哈尔店、大商新玛特（昌临店）、大商新玛特（大连店）、大商新玛特（抚顺店）、大商新玛特（阜新店）、大商新玛特（葫芦岛店）、大商新玛特(牡丹江店)、大商新玛特（沈阳店）、大商新玛特（营口店）、大商新玛特超市、大商信阳店、大商自贡店、抚顺百货大楼、抚顺商贸大厦、抚顺商业城、吉林百货大楼、佳木斯百货大楼、佳木斯华联商厦、锦州百货大楼、锦州锦华商场、麦凯乐（开发区店）、麦凯乐（西安路店）、麦凯乐总店、牡丹江百货大楼、盘锦辽河商业城、新玛特（鸡西店）、新玛特（盘锦店）,百货商场、大卖场、家电零售与连锁、连锁超市,辽宁省,6097878743.9,4883407431.26,6944549645.19,72.4094,53.6155,53.9856,8.8,3.7192,24.2,O2O;沪股通50;融资融券标的;超涨,689.0,8.8852,10474007166.0,1.8251
景百孚,600734.SH,外资企业,实达集团,,1996-08-08 00:00:00,19880530.0,批发和零售业-批发业,北京天竺杨林酒店公寓项目、净月上城、实达MP3、实达磁盘阵列、实达电脑、实达服务器、实达数码相机、烟台国际商业广场、长春上城三期花墅洋房,存储设备、电脑整机、服务器与工作站、光学设备、商业地产、音响产品、住宅楼盘,福建省,38790852.48,193142328.74,48533592.1,-2.4843,-4.9435,3.2603,22.22,-14.1123,4.6096,超涨;并购阶段(需定增),690.0,273.2226,2000367261.86,13.5968
海南航空股份有限公司工会委员会,000616.SZ,公众企业,亿城投资,,1996-11-08 00:00:00,19930528.0,房地产业-房地产业,北京万柳亿城中心、亿城大连渤海饭店、亿城大连王子饭店、亿城股份北京碧水云天颐园、亿城股份北京卡尔生活馆、亿城股份北京三里屯3.3商业项目、亿城股份北京万城华府、亿城股份西山华府、亿城花乡白盆窑、亿城山水颐园天津区域、亿城苏州园区项目、亿城天津红旗路项目、亿城天筑、亿城新天地,酒店、商业地产、住宅楼盘,辽宁省,1639947239.86,860389589.53,1258463789.68,8.5437,12.1054,32.4262,19.98,8.0395,5.38,养老产业;融资融券标的;超涨;预减;并购阶段(需定增),691.0,31.9483,6822218207.25,1.6025
福建省国有资产监督管理委员会,000797.SZ,地方国有企业,中国武夷,,1997-07-15 00:00:00,19970710.0,房地产业-房地产业,北京武夷花园、福州武夷嘉园、南京武夷花园、南京武夷绿洲、南平武夷花园、泉州武夷花苑、武夷澳门金銮阁、武夷北京牡丹园、武夷北京水仙园、武夷北京紫荆园、武夷春晓园一期、武夷福州福新公寓、武夷漳州瑞京花园、漳州武夷名仕园、长春武夷嘉园、中国武夷福泉高速公路、中国武夷南京武夷商城、中国武夷南平玉屏山78-82 台地、中国武夷装修装饰、重庆武夷滨江,民用建筑、商业地产、住宅楼盘,福建省,1661091399.52,1000891516.62,893237872.68,6.7325,1.3338,21.1569,31.51,5.0085,8.01,海峡西岸;超涨,692.0,46.7201,4864260975.6,3.5835
周夏耘,002607.SZ,民营企业,亚夏汽车,,2011-08-10 00:00:00,19990825.0,批发和零售业-零售业,北京现代汽车销售、东风日产汽车销售、东风雪铁龙汽车销售、广州本田汽车销售、奇瑞瑞麒汽车销售、上海通用别克汽车销售、一汽奥迪汽车销售、一汽大众汽车销售,汽车零售店,安徽省,563214480.62,493416726.32,523470847.77,13.3654,6.1937,26.9074,24.29,0.9086,5.49,超涨;预减,693.0,51.4193,2432601600.0,2.7326
国务院国有资产监督管理委员会,600058.SH,中央国有企业,五矿发展,,1997-05-28 00:00:00,19970521.0,批发和零售业-批发业,北京香格里拉饭店、五矿钢铁产品进出口、五矿铬矿、五矿铬铁、五矿焦炭、五矿冷轧卷板、五矿煤炭进出口、五矿锰矿、五矿热轧卷板、五矿铁矿砂、五矿矽钢片、五矿冶金设备出口、五矿营口中板,钢板类、合金、黑色金属矿产、进出口贸易、酒店、煤制品、有色金属矿产,北京,1917029996.28,2215533101.65,1759843693.44,9.1387,46.1202,274.4628,62.56,0.0322,3.3303,央企;稀土永磁;融资融券标的;超涨,694.0,57.6596,16132256200.5,1.8786
王春芳,600358.SH,民营企业,国旅联合,,2000-09-22 00:00:00,19981229.0,租赁和商务服务业-商务服务业,北京颐锦丽都会所、海口金色海湾度假村、南京汤山温泉度假区、南京颐锦白鹭洲会所、青岛东瑞御园、重庆颐尚温泉度假区,度假村、商业地产、住宅楼盘,江苏省,32416215.15,167611995.44,134556150.91,38.2104,44.7092,-4.4924,17.03,8.982,2.31,重组;超涨,695.0,346.8643,3628800000.0,8.103
沈国军,000975.SZ,民营企业,银泰资源,,2000-06-08 00:00:00,19990618.0,采矿业-有色金属矿采选业,北京银泰柏悦酒店、广汉星荣水泥、科学城广州市环卫服务、科学城广州市污水处理、科学城网管收费、科学城污水设备,环保机械、环卫服务、酒店、水泥、污水处理、有线电视网,广东省,859170014.72,388487037.55,839228562.48,15.4709,10.2413,26.1301,24.39,94.6291,14.0227,融资融券标的;券商重仓;超涨;预增;预减,696.0,36.3212,16934887959.6,4.776
,601169.SH,公众企业,北京银行,,2007-09-19 00:00:00,19960129.0,金融业-货币金融服务,北京银行存款业务、北京银行供应链融资、北京银行柜台缴费、北京银行机构理财顾问、北京银行集团现金管理、北京银行缴费一站通、北京银行结算业务、北京银行京卡借记卡、北京银行全球财富管理、北京银行网上银行、北京银行心喜人民币理财、北京银行心喜外币理财、北京银行心喜专家理财、北京银行自助银行缴费、京卡储蓄卡、京卡储蓄未来卡、京卡贵宾卡、京卡双币卡,存贷款业务、电子银行业务、机构业务、结算业务、人民币理财、外汇理财、银行卡、中间业务,北京,,,,-1.6994,68.809,43.253,13.64,43.9094,18.05,融资融券标的;QFII重仓;大盘蓝筹;超涨,697.0,7.7832,1.04757099154e+11,1.2551
林伟光,000534.SZ,民营企业,万泽股份,,1994-01-10 00:00:00,19921025.0,房地产业-房地产业,北京御河湾、汕电力A又一村房地产项目、汕电力A云顶天海房地产项目,住宅楼盘,广东省,157690893.41,35083980.59,348167428.07,59.9238,40.74,27.7386,56.17,13.4991,12.33,涉矿;超涨;预增,698.0,30.0111,4546899530.32,3.4464
张晖,000638.SZ,民营企业,万方发展,,1996-11-26 00:00:00,19961120.0,批发和零售业-批发业,北京裕景华庭、超力钢筋,型钢类、住宅楼盘,辽宁省,727112060.53,71619036.65,687208219.95,-14.2877,-24.4034,91.1633,42.86,-13.5292,-5.74,重组;京津冀一体化;超涨;并购阶段(需定增),699.0,-196.7355,2366910000.0,11.1047
翦英海,600275.SH,民营企业,武昌鱼,,2000-08-10 00:00:00,19990427.0,房地产业-房地产业,北京中地房地产、北京中地房地产经纪、武昌鱼北京华普中心、武昌鱼武华工业园,开发区园区、商业地产、物业出租和管理,湖北省,19606545.86,3970565.29,1837557.21,-3.3758,0.1529,-10.1192,20.77,-332.3569,-16.7009,超涨;并购阶段(需定增),700.0,-70.9938,2773162947.1,13.2217
国务院国有资产监督管理委员会,600980.SH,中央国有企业,北矿磁材,,2004-05-12 00:00:00,20001226.0,制造业-计算机、通信和其他电子设备制造业,北矿磁材烧结磁体、北矿磁材烧结铁氧体、北矿磁材锌制品、北矿磁材粘结磁体、北矿磁材粘结铁氧体,磁性材料、锌,北京,33049976.14,38583118.98,39066229.34,9.4698,-15.7312,32.2534,40.0,5.3135,5.55,央企;稀土永磁;超涨;并购阶段(需定增),701.0,161.5755,2234700000.0,8.6549
宁波市人民政府国有资产监督管理委员会,601018.SH,地方国有企业,宁波港,,2010-09-28 00:00:00,20080331.0,交通运输、仓储和邮政业-水上运输业,北仑港区码头、穿山港区码头、大榭港区码头、宁波港区码头、镇海港区码头,集装箱码头,浙江省,2129885000.0,3342847000.0,2247453000.0,-16.3569,-11.4519,34.1018,75.46,26.2462,10.17,舟山新区;融资融券标的;超涨,702.0,17.7138,50304000000.0,1.7097
北京市人民政府国有资产监督管理委员会,600860.SH,地方国有企业,*ST京城,,1994-05-06 00:00:00,19930713.0,制造业-专用设备制造业,北人凹版印刷机、北人表格印刷机、北人胶版印刷机、北人卷筒纸印刷机、北人平张纸印刷机、北人柔型版印刷机、北人四开、对开系列胶印机、北人印刷业务,商业印刷、印刷机械,北京,181154277.96,161866351.06,337743216.12,-3.5726,-8.4198,-2.4818,47.78,-3.8736,-8.36,LNG;*ST;含H股的A股,703.0,-27.3304,2958220000.0,3.476
,600556.SH,公众企业,北生药业,,2001-08-07 00:00:00,19931128.0,制造业-医药制造业,北生格列美脲胶囊、北生人体工程材料、北生人血白蛋白、北生唐美含片、北生注射用胸腺肽、北生注射用重组人干扰素a-2b、北生注射用转移因子,保健食品、基因制品、激素及调节内分泌功能类制剂、调节免疫功能制剂、血液制品、循环系统用制剂、医用辅助设备,广西壮族自治区,41630561.95,21885420.46,25971254.45,53.2077,60.1307,45.4359,9.03,76.7406,,借壳上市;超涨;预增,704.0,155.8867,5088890896.12,7352.0285
中国铁路总公司,601006.SH,中央国有企业,大秦铁路,,2006-08-01 00:00:00,20041028.0,交通运输、仓储和邮政业-铁路运输业,北同蒲线(大同-宁武段)、大秦线(大同-秦皇岛)、大同-北京客运线、大同-杭州客运线、大同-沈阳客运线、大同-石家庄客运线、丰沙大线(大同-郭磊庄段)、口泉支线、煤炭货物运输、宁岢支线,铁路货运、铁路客运,山西省,7753976194.0,4678809979.0,8785439966.0,12.3185,12.7788,86.8449,61.7,24.726,17.34,沪股通50;融资融券标的;社保重仓;QFII重仓;大盘蓝筹;超涨,705.0,11.1048,1.40937183335e+11,1.7486
新疆生产建设兵团第四师国资委,600197.SH,地方国有企业,伊力特,,1999-09-16 00:00:00,19990527.0,制造业-酒、饮料和精制茶制造业,北屯水泥、金奖伊力特酒、伊力窖酒、伊力老窖酒、伊力特白酒、伊力特野生果酒,白酒、果酒、水泥,新疆维吾尔自治区,199985731.22,112008319.93,360275967.27,3.3423,5.9303,3.052,50.51,15.1324,19.4,融资融券标的;超涨,706.0,18.9983,5181750000.0,3.3044
傅乐民,002148.SZ,民营企业,北纬通信,,2007-08-10 00:00:00,20010626.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,北纬通讯IVR、北纬通讯WAP业务、北纬通讯彩铃、北纬通讯彩信业务、北纬通讯短信、北纬通讯快信业务、北纬通讯手机游戏、北纬通讯手机杂志、北纬通讯新华社新闻业务、北纬通讯移动168业务,电信服务、无线增值业务,北京,237712763.42,282820371.28,165314809.84,15.992,-1.7992,-0.4623,20.05,19.9903,10.59,网络游戏;移动互联网;文化传媒概念(Wind);移动转售;融资融券标的;预增;高送转;并购阶段(需定增),707.0,102.0565,5746455594.96,5.5393
国务院国有资产监督管理委员会,000786.SZ,中央国有企业,北新建材,,1997-06-06 00:00:00,19970530.0,制造业-非金属矿物制品业,北新房屋、北新龙矿棉板、北新龙石膏板、北新龙屋面瓦、北新龙主龙骨,矿制品、商业地产、石灰及石膏、型钢类、砖瓦及砌块,北京,659762684.08,792135729.25,766931681.63,1.9511,-8.0603,23.53,45.2,16.7964,23.28,央企;建筑节能;国资改革;融资融券标的;超涨,708.0,16.7474,15164952574.2,3.4943
